area,floors,slab_thickness,beam_density_factor,column_density_factor,soil_type,sbc_value,seismic_zone,concrete_grade,steel_grade,cement_price_index,steel_price_index,sand_rate,aggregate_rate,labor_rate,location_multiplier,steel_factor,wastage_factor,design_efficiency_factor,contractor_efficiency_score,concrete_volume,steel_quantity,cement_bags,total_cost,cost_per_sqm
360.06,5,0.106,0.846,1.07,2,172.18,2,25,415,436.77,66.18,52.54,49.07,738.54,1.121,132.3,1.039,1.046,1.086,221.107,29252.037,2453.2,4622065.87,12836.93
286.99,1,0.134,1.213,1.025,3,167.39,3,20,415,324.92,48.05,61.77,41.37,808.15,1.189,80.0,1.072,0.939,0.866,52.748,4219.831,425.63,685160.21,2387.43
428.78,3,0.177,1.036,1.28,3,165.46,3,20,415,371.45,38.58,58.4,51.73,516.54,1.187,103.57,1.06,0.982,0.97,296.086,30666.332,2389.17,3218809.75,7506.85
401.91,5,0.161,1.281,1.237,4,233.1,3,20,500,360.61,59.84,57.58,44.54,573.19,1.164,126.51,1.069,1.084,0.922,391.97,48102.286,3162.87,5689613.05,14156.29
311.06,2,0.118,1.269,1.161,3,180.36,5,25,500,409.88,57.82,59.83,37.27,747.41,1.014,120.92,1.063,1.094,0.971,86.935,10196.684,964.55,1462696.59,4702.33
56.92,1,0.101,1.081,0.885,2,137.8,4,25,415,398.54,60.06,49.25,38.3,556.27,0.952,121.39,1.066,0.982,0.876,7.368,894.311,81.74,130771.15,2297.55
337.49,4,0.137,1.247,0.851,1,101.47,5,25,415,452.13,47.44,57.94,42.17,950.0,1.199,141.56,1.032,0.94,1.069,242.387,34312.402,2689.31,4716833.94,13976.35
405.16,3,0.156,1.286,1.007,2,218.05,5,20,415,392.49,58.22,49.32,36.75,658.81,1.101,130.66,1.065,0.972,0.87,250.485,32729.197,2021.21,3897039.51,9618.5
416.46,2,0.112,0.9,1.18,4,221.21,5,20,415,330.09,61.6,43.62,48.09,665.89,0.974,126.05,1.069,0.915,1.062,129.58,16333.069,1045.6,1956708.44,4698.48
294.9,4,0.169,1.031,0.848,4,298.47,3,20,415,441.25,61.78,62.31,51.16,620.33,1.033,103.07,1.062,1.076,1.035,230.311,23738.871,1858.42,2996265.48,10160.35
204.03,4,0.148,0.867,0.823,2,179.01,2,25,415,308.28,64.78,67.54,48.43,712.46,1.207,123.29,1.03,1.049,1.07,136.595,16840.339,1515.53,2467528.47,12093.68
211.43,3,0.19,0.815,1.029,1,111.51,5,25,415,448.14,64.81,58.27,46.76,676.59,1.24,123.91,1.052,1.041,0.88,141.971,17591.746,1575.18,2607112.31,12330.88
215.01,2,0.105,1.25,1.162,1,108.72,5,20,415,396.66,62.82,55.51,39.72,692.62,1.051,98.39,1.038,0.951,0.989,60.288,5931.494,486.47,950121.34,4418.91
362.11,1,0.172,0.917,1.233,1,112.05,5,25,415,381.91,47.51,41.4,50.82,521.04,1.256,108.44,1.073,0.933,0.987,85.383,9258.528,947.33,1116663.44,3083.73
365.09,1,0.165,0.834,1.051,3,196.38,3,20,415,433.14,53.3,52.5,46.48,536.69,0.969,92.41,1.054,0.916,0.888,80.779,7465.171,651.82,946746.56,2593.17
317.33,3,0.125,1.186,1.147,3,180.5,5,25,500,384.87,57.39,55.58,50.8,790.5,1.057,108.63,1.071,0.92,0.912,168.071,17709.858,1864.76,2895469.23,9124.6
394.8,4,0.115,0.903,1.161,3,242.8,2,20,415,496.59,56.77,49.53,49.01,459.7,1.122,114.42,1.056,1.04,0.853,218.95,25052.818,1766.75,3367391.68,8529.35
265.92,3,0.188,1.057,0.907,1,122.02,4,30,415,457.05,51.74,55.05,39.37,741.1,0.924,124.76,1.052,1.027,0.959,180.916,22571.029,2470.49,3073717.04,11558.85
290.43,2,0.137,1.24,1.223,2,177.43,2,25,500,425.16,59.38,54.16,52.28,595.08,1.181,105.59,1.049,0.926,0.976,110.09,11275.193,1221.46,1754307.45,6040.44
440.32,3,0.103,0.947,0.807,1,130.07,2,25,415,337.46,63.69,49.17,37.25,656.34,1.221,88.32,1.075,0.912,1.074,185.524,16385.457,2058.4,3445145.44,7824.23
275.2,5,0.191,1.288,0.841,2,189.36,4,20,415,368.09,74.3,63.6,51.09,703.07,1.096,122.31,1.065,1.007,1.057,332.515,40669.345,2683.12,5398263.13,19615.88
184.8,1,0.135,1.014,1.103,3,259.74,4,20,500,401.88,54.37,57.72,52.89,710.95,1.273,120.85,1.069,1.077,1.014,29.533,3462.048,238.3,444284.13,2404.18
238.26,5,0.134,0.979,1.157,2,169.92,4,20,500,373.5,62.09,64.2,43.57,610.71,1.205,145.05,1.07,1.045,0.905,194.928,27426.088,1572.91,3215587.84,13496.03
164.41,3,0.13,1.215,0.869,3,192.27,4,20,500,274.04,55.95,53.06,39.77,708.07,1.014,105.38,1.049,1.05,1.068,76.343,7803.466,616.02,881397.27,5360.83
151.04,3,0.18,0.984,0.919,2,217.67,2,25,415,331.19,71.49,70.28,44.27,725.05,1.169,110.1,1.075,0.939,1.107,109.707,12078.537,1217.21,1707116.32,11302.4
323.76,1,0.159,0.817,1.165,3,259.76,2,30,415,370.56,65.59,56.32,48.19,864.5,1.119,107.67,1.058,1.009,0.932,63.266,6811.654,863.92,1230259.99,3799.93
57.34,4,0.192,1.219,1.237,2,200.28,3,20,500,420.72,47.65,49.67,50.27,776.37,1.023,135.5,1.048,0.951,0.982,59.338,7799.261,478.81,762607.69,13298.69
189.82,1,0.193,0.851,0.878,2,201.79,4,25,500,424.12,62.44,70.94,42.71,545.69,1.246,121.56,1.051,0.964,0.92,46.266,5455.385,513.32,715102.02,3767.22
338.46,4,0.188,1.192,0.996,1,124.44,2,25,500,430.8,78.52,48.68,48.99,818.7,1.036,108.83,1.079,1.083,0.903,303.349,32022.482,3365.69,5643831.83,16674.97
145.91,3,0.135,0.842,0.908,3,213.89,3,25,415,408.07,60.13,50.09,38.05,464.72,1.07,114.13,1.072,0.948,1.01,77.52,8847.044,860.09,1178534.94,8077.17
499.03,5,0.178,1.118,0.862,4,235.18,5,20,415,396.81,80.35,37.12,45.72,585.99,0.932,134.93,1.048,0.931,1.091,590.155,79629.014,4762.06,10920603.02,21883.71
332.5,2,0.193,1.153,1.195,3,221.89,2,30,500,436.37,50.67,62.23,54.38,592.76,1.268,92.9,1.035,0.91,0.984,176.895,15939.729,2415.59,2718617.82,8176.25
333.09,4,0.137,1.286,1.288,3,242.57,5,30,500,333.67,77.81,56.94,40.06,651.4,0.956,129.61,1.038,0.968,0.986,241.351,30343.143,3295.78,4986709.71,14971.18
290.02,1,0.115,1.17,1.055,4,237.41,5,25,500,393.89,65.76,55.66,49.17,776.31,1.102,119.32,1.035,1.034,0.915,40.072,4637.848,444.6,781294.55,2693.97
394.87,4,0.15,0.808,0.957,1,132.11,5,25,415,380.22,64.74,60.9,42.63,819.69,0.948,147.24,1.046,1.009,1.032,283.609,41758.825,3146.68,5610757.03,14209.15
362.93,3,0.196,0.93,0.881,4,277.5,5,25,500,370.63,63.67,74.51,45.53,555.38,1.277,131.78,1.058,1.097,1.119,239.384,30598.793,2655.99,3694523.48,10179.62
426.92,1,0.195,0.947,0.93,1,112.53,3,25,500,413.94,50.92,53.69,40.39,661.73,1.28,99.14,1.035,1.014,1.006,99.345,9553.499,1102.25,1460803.39,3421.74
165.32,2,0.163,0.963,0.943,3,221.04,3,25,500,370.29,61.73,68.73,46.17,400.0,1.074,105.05,1.076,0.969,0.922,70.244,7157.724,779.36,877586.79,5308.36
242.25,1,0.148,1.098,0.953,4,277.58,4,20,415,310.73,47.26,55.67,52.86,779.92,1.199,112.86,1.075,0.904,1.081,50.606,5711.345,408.35,624278.36,2576.95
290.96,2,0.133,1.073,0.932,4,205.21,4,20,415,353.74,59.97,63.33,50.27,725.21,0.913,108.23,1.075,0.907,1.015,108.15,11704.806,872.68,1386217.73,4764.28
209.9,1,0.122,1.025,0.87,2,152.83,4,20,500,377.64,59.04,49.76,43.98,549.97,1.068,111.83,1.058,1.08,0.924,29.461,3195.696,237.72,411780.59,1961.75
167.98,1,0.177,0.984,0.972,4,202.53,3,30,415,391.06,50.94,44.61,46.41,706.58,1.062,107.83,1.045,1.059,1.096,34.608,3731.703,472.58,504840.16,3005.36
57.76,5,0.143,0.94,0.845,3,160.64,3,25,415,343.07,68.66,62.16,42.03,693.17,1.131,104.16,1.064,1.089,1.017,46.992,4894.836,521.38,765740.96,13256.22
217.31,3,0.116,0.826,1.102,1,128.66,5,25,415,340.31,59.47,42.56,44.91,709.81,1.148,114.61,1.044,0.997,1.027,93.059,10665.737,1032.49,1510878.41,6952.63
255.4,5,0.169,0.858,1.186,1,142.04,5,20,415,303.4,57.42,64.78,48.58,638.24,1.289,131.98,1.04,0.943,1.006,280.609,37035.519,2264.28,3998027.31,15654.1
410.85,4,0.194,0.883,0.843,4,238.3,4,20,415,384.72,66.24,66.52,52.03,501.22,1.065,149.24,1.055,1.049,0.976,370.994,55368.722,2993.61,5440204.09,13241.45
358.54,5,0.135,1.195,1.04,4,262.11,2,30,415,358.91,61.67,54.21,34.23,744.61,1.15,118.83,1.076,0.984,1.09,317.881,37773.566,4340.83,5873448.05,16381.75
202.98,2,0.169,1.107,1.261,4,219.15,3,20,415,349.72,67.72,34.69,38.95,619.26,1.244,112.23,1.044,0.947,0.882,91.803,10303.024,740.78,1307125.75,6439.75
381.59,1,0.123,0.911,1.029,2,205.28,5,25,500,333.32,53.47,50.02,49.18,559.76,0.976,123.29,1.05,1.066,1.126,54.423,6508.582,603.83,815612.47,2137.42
119.62,3,0.105,0.835,1.107,2,162.63,5,20,415,363.05,58.71,42.26,31.8,749.56,1.016,114.07,1.072,0.905,0.974,52.427,5980.413,423.04,823757.42,6886.4
184.45,3,0.151,0.946,0.83,4,270.72,2,25,500,411.58,60.56,66.13,38.67,416.89,1.236,101.26,1.031,1.07,1.042,93.23,9157.324,1034.4,1308295.65,7093.05
198.9,2,0.17,1.189,1.158,1,107.8,2,20,415,269.67,71.14,55.91,45.32,753.07,0.933,108.47,1.078,0.917,1.071,96.627,10481.588,779.7,1349720.19,6785.85
62.28,2,0.102,0.879,0.939,4,281.81,4,30,415,394.03,46.5,62.63,50.68,542.21,1.274,107.27,1.069,1.053,1.084,15.047,1614.009,205.47,257642.3,4136.7
442.24,3,0.196,1.002,1.059,3,211.81,3,25,415,383.33,48.37,57.16,39.43,527.75,1.236,88.71,1.066,0.912,1.127,360.546,31983.125,4000.3,4475154.21,10119.21
242.44,2,0.173,0.925,0.972,3,257.03,5,20,500,383.33,68.04,54.48,55.47,834.54,1.159,131.76,1.058,0.934,0.903,111.116,14201.875,896.62,1765843.58,7283.78
187.46,2,0.154,0.811,1.173,2,166.48,3,30,500,380.87,56.02,70.96,43.91,691.95,1.033,96.09,1.071,0.937,1.05,77.629,7235.189,1060.06,1159618.02,6185.87
384.36,5,0.196,1.086,1.057,4,287.3,4,20,415,445.01,59.68,43.63,46.59,532.75,1.164,124.69,1.074,0.976,0.963,494.811,61697.313,3992.71,7010243.13,18238.94
289.68,5,0.14,1.248,0.959,3,201.21,5,20,415,397.4,57.47,57.24,40.78,638.87,1.018,116.3,1.044,1.091,1.071,233.816,27191.713,1886.7,3310027.27,11426.33
448.12,1,0.142,0.974,1.188,1,106.47,4,30,415,410.95,58.99,48.17,45.61,602.0,1.245,119.37,1.033,0.943,1.019,82.826,9886.658,1131.03,1683577.2,3756.97
356.33,2,0.116,0.976,0.839,3,228.76,3,25,500,393.68,56.43,50.24,43.39,706.38,1.275,95.21,1.076,0.919,0.934,112.553,10394.362,1248.79,1799739.98,5050.8
452.52,4,0.163,1.107,1.204,4,218.3,4,20,500,381.78,62.51,45.68,49.66,554.94,1.078,131.41,1.065,0.923,1.137,411.708,52478.419,3322.14,6006909.32,13274.21
374.6,3,0.157,0.888,0.933,1,147.99,5,25,415,409.9,61.38,54.98,47.05,438.06,1.17,114.4,1.04,0.963,0.854,221.974,25393.079,2462.82,3772970.03,10071.96
401.31,2,0.134,1.11,1.202,3,193.49,2,20,500,373.42,71.8,70.92,50.88,588.72,1.038,115.04,1.059,0.914,0.933,150.506,16795.406,1214.46,2362191.86,5886.14
243.5,2,0.13,1.251,1.183,1,145.39,5,25,415,384.66,46.48,54.99,53.42,527.86,1.046,112.85,1.076,1.058,0.896,78.326,8838.944,869.04,1144167.6,4698.78
97.18,5,0.176,1.195,0.851,3,208.14,3,25,415,407.99,65.1,55.74,41.14,581.03,1.04,114.15,1.031,1.044,0.854,100.308,11450.051,1112.92,1661266.98,17095.4
267.24,1,0.122,0.866,0.838,4,253.7,5,25,415,376.43,53.46,50.78,50.3,500.69,1.022,123.48,1.059,1.078,1.062,37.054,4575.362,411.11,506935.58,1896.95
293.76,1,0.122,1.047,0.911,2,196.12,4,25,415,367.31,56.66,68.2,42.46,618.64,1.122,126.48,1.08,0.905,0.852,50.389,6373.447,559.08,922924.52,3141.8
162.91,5,0.124,0.954,1.227,1,139.9,2,20,415,322.44,62.39,56.23,40.52,680.18,1.013,146.2,1.037,1.077,0.936,116.223,16991.313,937.82,1896567.71,11641.78
153.45,2,0.169,0.949,0.869,1,139.85,4,20,500,371.16,46.35,65.71,45.96,576.2,1.163,95.45,1.048,0.985,0.99,64.352,5957.91,519.27,690794.0,4501.67
216.26,4,0.141,1.204,0.983,3,225.89,3,25,500,379.97,77.75,42.15,37.86,679.95,1.148,128.77,1.061,1.098,1.027,140.854,17593.572,1562.79,2624554.75,12136.35
238.91,4,0.181,1.174,0.814,4,258.53,4,25,415,390.06,63.54,63.54,52.32,581.15,1.047,129.09,1.034,1.092,1.021,193.432,24970.19,2146.14,2984056.94,12490.16
329.52,1,0.181,1.205,1.279,2,202.65,3,25,500,430.76,55.18,49.49,37.5,487.83,1.099,97.39,1.072,1.074,1.148,72.945,6891.012,809.33,935865.55,2840.13
181.32,4,0.188,1.295,1.252,4,230.0,3,20,500,379.42,68.46,57.46,37.49,553.69,1.004,122.95,1.071,0.932,1.067,193.117,23032.068,1558.3,2701757.22,14900.86
81.1,1,0.109,0.877,0.997,2,146.34,3,25,415,354.82,71.6,57.52,44.55,705.82,1.242,107.85,1.058,1.09,0.875,10.041,1082.864,111.4,209478.66,2583.07
199.87,2,0.151,1.01,0.988,1,144.11,2,30,415,410.38,58.61,44.58,52.43,668.95,1.002,103.92,1.046,0.976,1.129,76.314,7930.206,1042.1,1284954.82,6428.84
150.19,5,0.151,0.979,1.299,3,213.98,3,20,415,389.43,58.5,56.69,46.93,686.03,0.948,128.51,1.032,1.091,0.89,128.545,16519.473,1037.25,1833203.26,12206.11
328.26,1,0.113,1.187,1.158,4,290.06,3,20,415,419.4,49.16,61.81,40.72,635.6,1.268,104.36,1.054,0.932,1.077,50.674,5288.514,408.9,678228.76,2066.11
219.68,4,0.122,0.977,1.225,2,216.86,3,30,415,391.09,65.56,50.2,43.29,550.0,0.981,122.33,1.048,0.906,1.042,147.971,18101.065,2020.62,2871102.07,13069.66
312.56,2,0.144,1.03,1.002,4,286.71,4,20,415,366.34,71.67,56.91,48.58,676.0,1.233,117.81,1.06,1.019,1.016,110.712,13042.507,893.36,1920353.34,6143.95
212.29,1,0.168,1.03,0.937,3,214.76,4,20,500,411.99,56.39,50.09,36.74,683.34,1.147,110.83,1.073,1.058,1.106,42.739,4594.536,344.87,521131.98,2454.79
308.28,5,0.181,0.807,1.15,2,197.87,4,25,415,394.46,60.4,53.63,48.99,603.3,0.99,125.9,1.062,0.92,1.082,377.271,47499.719,4185.86,5836179.64,18931.63
51.64,1,0.126,0.907,1.204,3,193.43,2,25,500,342.17,56.32,45.64,44.46,723.99,1.277,100.4,1.075,0.993,1.013,8.38,816.07,92.97,127540.48,2470.0
317.43,4,0.136,1.2,0.87,2,131.33,4,30,415,414.79,43.24,43.43,37.35,610.01,1.231,140.66,1.076,0.915,0.911,241.885,34023.51,3303.06,4564356.61,14378.92
72.58,3,0.178,1.053,0.898,1,146.83,4,30,415,454.6,55.86,64.39,53.72,646.75,1.024,118.39,1.064,0.99,0.977,49.054,5807.376,669.85,858063.66,11822.04
394.47,3,0.19,0.975,1.264,4,278.15,3,25,415,424.77,71.0,51.84,51.86,551.3,1.053,84.86,1.032,0.908,1.027,306.144,25978.241,3396.7,4304988.02,10913.33
459.35,3,0.181,1.151,1.273,2,130.72,4,20,415,467.26,71.43,58.94,49.54,589.32,1.067,122.26,1.053,0.972,1.135,328.877,40208.911,2653.76,5640058.72,12278.42
289.04,3,0.192,1.253,1.27,3,246.36,4,20,415,330.3,65.29,49.91,41.59,795.27,1.226,114.32,1.037,1.097,0.982,192.755,22035.349,1555.37,2809895.86,9721.59
60.94,5,0.168,1.165,0.967,3,248.14,5,20,415,367.82,62.99,65.3,37.78,645.33,1.095,127.55,1.052,1.011,0.882,63.6,8112.186,513.2,984710.54,16158.36
188.04,2,0.159,0.947,0.994,1,119.24,3,25,500,383.33,59.57,51.33,37.1,734.2,0.904,107.47,1.076,1.078,0.959,70.028,7300.058,776.97,1043976.23,5551.75
97.57,4,0.163,0.878,0.809,3,161.72,5,30,500,345.25,70.62,46.37,48.28,661.75,1.134,135.09,1.035,0.93,1.107,81.349,10660.025,1110.87,1489314.54,15263.29
81.99,5,0.19,1.293,1.248,2,208.84,2,25,415,377.99,68.41,53.15,46.84,682.72,0.998,124.86,1.049,1.018,1.009,98.848,12341.779,1096.72,1499502.46,18289.5
337.86,5,0.139,1.14,0.834,3,167.05,4,30,415,412.52,61.01,54.21,43.15,501.68,1.225,108.61,1.041,1.078,1.055,268.391,29150.648,3665.02,4806647.6,14226.64
350.12,3,0.111,0.892,1.158,2,150.9,5,20,415,372.28,54.1,53.67,46.7,497.14,1.214,125.35,1.051,1.024,0.929,141.322,17714.309,1140.35,2021559.0,5773.98
330.01,2,0.148,1.015,0.828,4,254.26,3,25,415,417.05,42.04,58.83,43.08,488.42,1.034,120.73,1.076,0.929,0.977,131.895,15923.949,1463.39,1739470.49,5270.97
118.28,2,0.2,0.975,1.276,1,148.99,2,25,500,342.3,64.29,46.78,38.7,641.3,0.959,106.07,1.053,0.98,0.988,60.991,6275.27,676.71,857884.23,7252.99
130.42,2,0.175,0.876,1.045,1,146.91,2,25,415,344.61,61.02,42.37,41.75,667.52,0.977,95.6,1.043,0.966,0.96,57.606,5507.268,639.15,790631.3,6062.42
185.47,4,0.163,1.153,1.229,2,191.31,2,20,415,426.72,62.37,52.46,44.99,564.58,0.967,127.14,1.048,1.034,0.893,148.925,18935.032,1201.7,2185752.67,11784.79
233.97,4,0.154,0.861,0.936,1,149.72,3,25,415,419.9,62.0,67.95,54.07,836.73,0.961,112.94,1.038,0.922,1.059,188.013,21233.97,2086.03,3077350.3,13152.56
153.34,4,0.117,1.207,1.223,1,141.13,5,25,415,348.29,56.58,60.79,45.77,697.8,1.131,124.91,1.065,1.006,1.079,92.584,11564.646,1027.23,1553265.05,10129.61
450.56,5,0.122,0.938,1.207,3,223.77,4,25,500,355.14,45.91,52.78,39.78,570.0,0.97,139.06,1.07,1.065,1.14,327.471,44171.23,3633.32,4765040.38,10575.81
62.12,4,0.124,1.042,0.895,4,216.77,2,30,415,325.17,54.47,69.47,48.71,658.93,1.146,128.41,1.046,0.954,1.039,39.761,5105.636,542.95,696032.52,11204.01
267.46,5,0.153,0.929,1.096,3,203.99,4,20,500,312.32,61.63,48.84,51.98,632.53,1.077,118.68,1.067,0.98,1.108,263.459,30328.004,2125.89,3241605.56,12120.08
477.07,3,0.151,0.929,1.221,2,170.62,4,25,500,354.91,64.31,55.97,41.24,622.92,1.199,81.79,1.062,1.079,1.103,253.582,20118.205,2813.52,3375437.74,7075.36
494.02,3,0.13,1.027,0.918,4,201.85,5,20,415,337.26,61.57,56.0,50.66,654.59,1.125,121.79,1.066,1.03,1.015,234.291,28534.717,1890.53,3700362.07,7490.37
196.12,2,0.156,0.91,0.89,2,166.5,3,20,500,370.97,64.71,63.28,46.45,714.75,1.281,92.72,1.065,0.931,1.136,81.129,7296.719,654.65,1092249.57,5569.4
333.76,2,0.15,0.861,1.074,1,113.63,5,20,415,377.54,59.71,40.98,42.24,751.35,1.224,105.38,1.062,1.033,1.079,120.258,12673.21,970.38,1808431.12,5418.41
412.08,3,0.192,0.838,0.806,4,208.97,2,25,415,359.93,62.69,61.57,34.7,563.51,1.098,106.76,1.075,0.955,0.857,307.453,32824.87,3411.22,4905920.48,11905.35
152.41,1,0.176,1.164,1.159,3,214.63,2,20,415,340.27,49.23,51.3,39.25,676.22,1.292,109.58,1.038,0.947,0.855,35.48,3887.736,286.29,428420.66,2810.9
299.63,1,0.113,1.242,0.922,2,151.33,5,30,500,264.42,67.51,74.37,39.97,601.15,1.059,119.54,1.061,1.058,1.035,40.838,4735.249,557.66,781375.88,2607.84
486.29,4,0.199,0.948,1.299,3,179.04,5,20,415,384.82,43.76,78.46,35.98,526.41,1.173,136.04,1.046,0.971,1.054,499.118,67901.29,4027.46,5954654.82,12245.03
452.19,3,0.153,1.207,1.164,3,238.68,4,20,415,384.97,59.33,58.81,29.65,637.23,1.012,110.71,1.057,0.952,1.059,280.053,31005.008,2259.8,3635893.32,8040.56
448.39,4,0.195,1.086,1.239,1,148.61,2,20,415,345.78,50.08,44.62,48.92,480.27,1.294,132.24,1.063,0.958,0.94,468.078,61897.721,3777.0,6122148.47,13653.52
323.74,1,0.194,0.885,0.92,1,139.65,5,20,415,404.15,79.83,60.99,38.07,751.11,1.186,127.87,1.063,1.097,1.11,70.59,9026.486,569.6,1140230.18,3522.02
330.42,4,0.197,1.236,0.816,3,178.97,4,20,500,487.02,63.07,57.95,49.04,670.66,1.183,143.25,1.045,0.932,1.087,346.508,48149.43,2796.03,5524328.56,16718.94
154.55,2,0.153,0.809,0.841,1,137.96,2,20,500,419.93,60.2,65.27,46.44,736.46,0.908,102.49,1.043,0.944,1.123,60.15,5979.696,485.36,810242.79,5242.68
414.33,1,0.178,1.176,1.059,3,231.33,4,20,415,422.47,48.37,58.63,45.62,716.45,1.215,102.05,1.037,1.051,1.136,87.551,8934.289,706.46,1096660.53,2646.83
396.24,5,0.188,1.136,0.902,2,151.0,3,20,500,374.62,78.3,72.96,49.3,593.77,0.963,111.63,1.054,1.036,1.046,449.947,48722.905,3630.69,6270924.55,15825.95
243.81,3,0.186,0.934,0.933,1,107.98,5,25,415,386.94,35.67,39.78,41.14,614.05,1.062,114.37,1.054,0.98,0.918,170.442,19492.903,1891.07,2046715.65,8394.62
435.66,4,0.172,0.967,1.099,3,203.35,4,25,415,344.06,63.84,47.62,44.54,611.04,1.164,127.78,1.073,0.982,0.929,388.089,49590.318,4305.89,6928997.76,15904.55
160.22,5,0.19,1.067,0.867,2,168.19,4,20,500,385.89,55.15,59.81,37.35,562.55,1.109,146.33,1.031,0.988,0.903,186.762,26509.286,1507.01,2583589.45,16125.31
431.43,5,0.159,1.068,1.254,2,143.8,2,30,415,439.89,57.55,39.33,53.79,743.95,0.954,128.89,1.041,0.922,1.006,466.299,60099.592,6367.55,9642810.22,22351.02
331.32,4,0.148,1.29,1.151,1,111.5,5,25,415,405.68,45.69,49.95,41.89,564.56,1.155,117.46,1.041,0.989,1.095,251.544,29545.993,2790.91,3837585.57,11582.82
70.4,1,0.135,1.19,0.865,3,209.96,4,25,415,423.28,68.2,53.79,46.94,649.33,1.01,109.69,1.041,1.08,0.954,10.866,1191.93,120.56,176126.29,2501.9
209.84,3,0.135,0.964,0.897,4,252.74,5,30,500,337.03,71.08,47.13,57.21,577.32,1.202,120.24,1.045,0.934,0.965,110.791,12921.652,1512.91,2111550.73,10062.81
359.05,4,0.115,1.09,1.055,3,213.79,3,25,415,372.46,65.46,52.49,37.02,715.76,1.11,108.56,1.034,1.05,1.09,193.936,21054.489,2151.74,3278780.3,9131.74
375.81,4,0.177,0.813,1.093,1,158.92,3,30,415,455.54,55.53,42.12,51.98,773.11,1.096,138.33,1.072,0.986,0.867,338.323,46801.391,4619.98,6934152.28,18451.43
215.76,5,0.169,1.098,0.932,4,203.96,4,20,415,353.68,58.21,47.42,40.53,720.81,1.292,134.88,1.078,1.084,0.969,214.396,28917.133,1730.0,3430649.24,15900.35
152.9,3,0.107,1.202,1.295,1,147.18,2,25,500,426.04,37.23,62.09,43.87,729.91,0.943,117.02,1.033,0.962,0.932,64.218,7289.301,712.51,954775.81,6244.61
128.39,5,0.166,1.283,1.063,2,161.66,4,25,500,342.8,74.06,51.92,46.09,869.55,0.92,116.6,1.05,0.958,1.102,141.484,16002.484,1569.78,2262609.82,17623.59
490.0,4,0.167,0.936,1.239,1,145.17,5,25,500,386.55,67.67,72.67,46.44,725.86,1.093,148.71,1.061,1.055,0.955,392.22,56577.231,4351.73,8568443.19,17486.76
226.82,3,0.114,1.235,1.115,4,273.54,2,25,500,398.23,68.47,54.07,42.18,695.1,1.139,99.3,1.049,1.091,1.103,90.291,8697.205,1001.78,1585401.29,6989.67
232.18,4,0.179,0.967,1.268,1,137.19,2,20,415,378.18,70.32,53.42,55.84,676.07,1.061,116.52,1.069,1.077,1.09,197.984,23068.738,1597.57,3010634.55,12967.0
125.73,4,0.173,1.012,0.909,3,223.12,2,20,500,308.17,50.55,44.62,47.46,691.15,0.901,96.69,1.069,0.948,1.134,115.278,10812.355,930.2,1020066.65,8113.42
219.05,5,0.133,1.226,1.265,1,139.82,3,20,415,385.4,72.54,54.98,37.07,624.77,1.218,108.99,1.053,1.066,0.945,176.652,19253.538,1425.43,2741369.36,12514.76
490.5,1,0.139,1.249,1.091,1,144.86,3,30,415,336.65,47.8,38.59,47.84,811.47,0.96,103.33,1.053,0.971,1.119,89.548,9252.785,1222.83,1511214.9,3080.95
275.14,2,0.161,1.103,0.969,3,173.16,2,25,500,370.41,35.0,50.33,47.3,524.82,0.969,113.47,1.049,1.007,1.054,109.882,12094.213,1219.15,1122789.12,4080.86
368.19,2,0.151,1.148,0.828,4,236.08,2,30,415,378.01,47.12,47.13,51.72,751.53,1.257,97.65,1.066,0.955,0.879,146.399,14295.957,1999.15,2500998.58,6792.69
473.61,4,0.133,0.863,1.134,1,150.52,2,20,415,445.15,72.54,39.56,47.95,620.67,1.173,128.19,1.043,0.904,1.077,342.039,43845.778,2759.97,6273875.22,13246.85
466.02,3,0.169,1.029,1.107,1,132.87,5,30,415,388.26,57.54,53.19,50.76,795.26,1.28,106.25,1.075,0.978,0.933,308.842,32814.102,4217.39,6311588.12,13543.51
446.25,2,0.181,0.851,0.802,2,142.32,2,25,500,413.72,55.08,58.53,51.33,654.47,0.91,107.69,1.065,0.919,1.149,215.69,22531.797,2393.1,3108955.69,6966.85
458.63,3,0.117,1.025,0.993,4,296.16,4,20,500,370.59,67.46,50.6,42.23,585.69,0.99,111.26,1.066,0.949,1.11,213.113,22999.18,1719.64,2900451.3,6324.17
325.01,3,0.186,1.168,1.216,1,159.27,5,25,415,395.31,58.87,59.15,52.31,581.02,1.216,121.13,1.047,1.029,1.084,224.067,27140.17,2486.05,3296410.26,10142.62
440.31,5,0.179,1.081,1.082,1,130.76,3,25,415,354.72,80.08,38.66,36.74,724.57,1.09,121.41,1.051,1.04,1.071,475.634,57746.666,5277.2,8933808.52,20289.66
406.99,3,0.12,1.244,0.902,2,177.99,4,20,415,350.1,54.59,40.93,29.41,565.17,1.213,116.85,1.041,0.945,0.994,192.28,22468.237,1551.54,2742847.94,6739.29
496.27,5,0.112,1.023,1.287,2,156.28,4,30,415,412.28,55.24,33.22,52.89,733.44,1.215,145.58,1.055,0.979,0.999,359.602,52349.795,4910.54,8725149.15,17581.45
446.33,5,0.125,1.026,1.228,1,130.97,2,25,415,396.31,62.37,49.91,51.29,759.38,1.212,119.18,1.07,0.978,1.092,367.417,43789.432,4076.53,7275417.8,16300.67
